Code,Nx,Ny
4128757000,56,129
4128758000,56,129
4128760000,56,129
4128761000,55,129
4129000000,60,124
4129051000,60,124
4129052000,60,123
4129053000,60,124
4129054000,60,124
4129055000,60,124
4129056000,60,124
4131000000,62,127
4131051000,62,128
4131052000,63,128
4131053000,63,128
4131054100,62,127
4131054200,63,127
4131057000,63,127
4131058000,63,127
4131059000,63,127
4136000000,64,128
4136025000,64,127
4136025300,63,130
4136025600,65,129
4136025900,63,129
4136026200,64,130
4136026500,63,128
4136031000,62,129
4136034000,66,130
4136036000,65,126
4136051000,64,129
4136052000,64,128
4136053000,64,128
4136054000,63,128
4136054500,63,128
4136056500,63,128
4136057000,62,128
4137000000,62,118
4137051000,62,118
4137053000,61,118
4137054000,61,118
4137055000,61,118
4137056000,61,117
4137057000,62,117
4139000000,57,123
4139051000,57,124
4139052000,57,124
4139053100,57,123
4139054000,57,124
4139055000,57,123
4139057000,58,123
4139058100,57,122
4139058200,56,123
4139058900,56,122
4139059100,56,122
4139059200,56,122
4139059300,56,122
4139059400,56,122
4139059600,56,122
4139059700,56,122
4139062100,57,124
4139063000,57,123
4139063100,57,123
4139064000,57,122
4141000000,59,122
4141051000,59,122
4141052000,59,122
4141054000,59,122
4141055000,59,122
4141056000,59,122
4141057000,59,122
4141058000,59,122
4141059000,59,122
4141060000,59,122
4141061000,59,122
4141062000,59,122
4141063000,59,121
4143000000,60,122
4143051000,60,122
4143052000,60,121
4143053000,60,122
4143054000,60,123
4143055000,60,123
4143056000,60,123
4145000000,64,126
4145051000,64,126
4145052000,64,126
4145053000,64,126
4145054000,64,126
4145055000,64,126
4145056000,64,126
4145057000,63,126
4145058000,63,126
4145058200,63,126
4145058500,63,125
4145059000,64,126
4145060000,63,126
4145061000,64,127
4145062000,63,127
4146100000,64,119
4146125000,64,120
4146125300,64,122
4146125600,64,117
4146125900,63,117
4146134000,66,118
4146135000,67,118
4146136000,65,120
4146151000,64,119
4146152500,64,120
4146152600,63,120
4146153000,64,120
4146154000,64,119
4146300000,62,120
4146351000,62,120
4146351600,62,120
4146351700,62,120
4146352000,63,120
4146353000,62,120
4146353500,62,120
4146354000,62,120
4146355000,62,120
4146356000,62,121
4146357000,62,121
4146357200,63,120
4146357500,63,120
4146357700,63,121
4146358600,63,120
4146359000,62,121
4146500000,62,121
4146551000,62,121
4146552000,62,121
4146553000,62,121
4146554000,62,122
4146555000,62,122
4146555500,62,122
4146556000,62,122
4146557000,62,121
4146558000,62,121
4146558500,62,121
4146559000,62,121
4148000000,56,131
4148025000,56,133
4148025300,57,132
4148025600,58,133
4148026200,57,130
4148031000,57,132
4148032000,55,132
4148035000,58,131
4148036000,57,134
4148037000,59,135
4148039000,55,133
4148051000,56,131
4148052000,56,131
4148053000,56,131
4148054000,56,131
4148055000,56,130
4148056000,56,130
4148057000,56,130
4150000000,68,121
4150025000,71,117
4150025300,69,121
4150031000,67,121
4150032000,69,122
4150033000,68,119
4150034000,66,120
4150035000,69,119
4150036000,69,118
4150037000,69,117
4150038000,70,117
4150051000,68,121
4150051500,68,121
4150052000,68,121
4150053000,68,121
4155000000,65,115
4155025000,63,114
4155031000,65,115
4155032000,66,114
4155033000,65,113
4155034000,64,114
4155035000,64,115
4155036000,64,116
4155038000,63,115
4155039000,69,116
4155040000,68,116
4155041000,67,116
4155042000,65,116
4155051000,65,115
4155052000,65,114
4155053000,65,115
4157000000,55,128
4157025000,53,129
4157025300,56,127
4157025600,54,129
4157034000,53,128
4157035000,53,130
4157036000,54,130
4157051500,55,128
4157052500,55,128
4157054000,55,128
4157055000,55,127
4157056000,55,128
4157057000,54,128
4157057500,54,128
4157058000,55,129
4159000000,57,119
4159025300,59,119
4159025600,57,116
4159025900,59,117
4159026200,57,119
4159031000,59,120
4159032000,58,119
4159033000,56,119
4159034000,56,119
4159035000,55,118
4159036000,59,118
4159037000,57,116
4159040000,59,116
4159041000,60,118
4159051500,57,121
4159052000,61,119
4159053000,61,119
4159054000,61,119
4159055000,61,119
4159056000,60,119
4159057000,61,119
4159058500,62,119
4159058600,62,119
4159058700,61,119
4159058800,62,119
4159059000,62,119
4159060000,62,118
4159061000,62,118
4159062000,62,118
4161000000,65,123
4161025000,64,122
4161025300,65,123
4161025900,66,122
4161033000,66,121
4161034000,66,125
4161035000,65,125
4161037000,64,124
4161051000,65,123
4161052000,65,124
4161054000,65,123
4161055000,64,124
4161056000,64,123
4161057000,64,123
4163000000,61,131
4163025000,60,132
4163031000,61,133
4163032000,60,134
4163033000,60,132
4163034000,59,130
4163051000,61,131
4163052000,62,132
4163053000,61,133
4163054000,61,132
4163055000,61,133
4163056000,62,132
4165000000,64,134
4165025000,63,132
4165031000,64,134
4165032000,64,131
4165033000,63,133
4165034000,64,135
4165035000,63,136
4165036000,64,136
4165037000,66,135
4165038000,66,137
4165039000,65,138
4165040000,64,140
4165041000,65,134
4165051000,64,134
4165052000,63,133
4167000000,71,121
4167025000,70,119
4167031000,72,119
4167032000,70,122
4167033000,69,123
4167034500,70,121
4167035000,70,123
4167036000,72,122
4167037000,73,120
4167038000,68,123
4167051000,71,121
4167052000,71,121
4167053000,71,121
4180000000,61,138
4180025000,61,138
4180025300,61,137
4180031000,60,138
4180032000,61,136
4180033000,59,137
4180034000,60,137
4180035000,60,137
4180036000,62,140
4180037000,60,139
4180038000,58,136
4182000000,69,133
4182025000,69,132
4182031000,69,129
4182032500,67,131
4182033000,66,132
4182034500,66,132
4182035000,70,134
4183000000,69,125
4183025000,69,125
4183031000,69,125
4183032000,67,125
4183033000,66,126
4183034000,68,126
4183035000,66,128
4183036000,72,126
4183037000,72,127
4183038000,73,124
4183039500,71,125
4183040000,70,125
4183041000,70,124
4200000000,73,134
4211000000,73,134
4211025000,73,135
4211031000,73,134
4211032000,74,131
4211033000,72,132
4211034000,70,130
4211035000,72,134
4211036000,71,137
4211038000,75,136
4211039000,73,133
4211040000,71,132
4211052000,73,134
4211053000,73,134
4211054500,73,134
4211057000,72,134
4211058000,73,134
4211060000,73,134
4211061000,73,134
4211061100,73,134
4211062000,73,133
4211063000,73,133
4211064000,73,134
4211065000,73,133
4211066000,73,133
4211067500,72,133
4211070500,73,134
4213000000,76,122
4213025000,74,121
4213031000,78,124
4213032000,76,124
4213033000,75,122
4213035000,73,119
4213036000,76,118
4213037000,76,121
4213038000,78,121
4213039000,79,120
4213051500,77,122
4213052000,77,122
4213053000,77,122
4213054100,77,122
4213054200,77,122
4213055000,77,122
4213056000,77,122
4213057500,77,122
4213059000,76,122
4213060000,76,123
4213061000,77,122
4213062000,77,123
4213063500,77,122
4213065000,77,122
4213066000,76,122
4213067500,77,122
4215000000,92,131
4215025000,91,134
4215031000,92,131
4215032000,92,130
4215033000,92,131
4215034000,94,131
4215035000,95,129
4215036000,92,133
4215037000,92,134
4215051000,92,131
4215052000,93,132
4215054000,93,132
4215055000,92,132
4215056000,93,132
4215057100,93,132
4215057200,93,132
4215058000,93,132
4215059000,93,132
4215060000,92,131
4215061500,93,131
4215064500,93,132
4215066500,92,132
4217000000,97,127
4217051000,97,127
4217052000,97,126
4217053000,97,126
4217054000,96,127
4217055000,96,127
4217057000,96,127
4217059000,97,127
4217060000,97,126
4217063000,96,127
4217065000,96,126
4219000000,95,119
4219051500,95,119
4219052500,95,119
4219053500,95,119
4219054000,95,119
4219058500,94,118
4219059500,95,117
4219060500,95,117
4219061500,96,118
4221000000,87,141
4221051000,87,141
4221052000,87,141
4221054000,87,141
4221056000,87,141
4221057000,87,141
4221058000,87,141
4221059000,87,141
4221060000,87,140
4223000000,98,125
4223025000,96,120
4223025300,101,119
4223031000,99,124
4223032000,94,123
4223033000,98,123
4223034000,97,124
4223035000,98,119
4223036000,96,123
4223051000,98,125
4223053000,98,125
4223054000,98,125
4223057000,97,125
4272000000,75,130
4272025000,75,130
4272031000,77,131
4272032000,78,134
4272033000,79,132
4272034000,81,130
4272035200,76,129
4272036000,73,128
4272037000,72,129
4272038000,75,130
4272039000,84,132
4273000000,77,125
4273025000,77,125
4273031000,79,125
4273032000,80,124
4273033000,81,126
4273034000,79,127
4273035000,80,127
4273036000,77,126
4273037000,75,125
4273038000,80,123
4275000000,86,119
4275025000,86,119
4275025300,92,118
4275031200,89,118
4275032500,88,118
4275033000,85,120
4275034000,85,119
4275035500,83,120
4275036000,82,121
4275038000,82,121
4276000000,84,123
4276025000,84,123
4276031000,86,122
4276032000,84,124
4276033000,85,126
4276034000,84,128
4276035000,85,128
4276036000,87,129
4276038000,89,130
4277000000,89,123
4277025000,89,123
4277025300,92,120
4277025600,92,120
4277025900,89,120
4277032000,90,121
4277034000,89,125
4277035000,92,126
4277036000,91,123
4277037000,90,125
4278000000,65,139
4278025000,64,141
4278025300,67,142
4278025600,65,139
4278025900,64,141
4278031000,67,140
4278032000,68,141
4278033000,67,143
4278034000,69,143
4278035000,73,143
4278036000,71,143
4278037000,75,143
4279000000,72,139
4279025000,72,139
4279031000,74,137
4279032000,71,138
4279033000,71,140
4279034000,69,138
4280000000,77,139
4280025000,77,139
4280031500,78,139
4280032000,78,141
4280033000,76,141
4280034000,79,143
4281000000,80,138
4281025000,80,138
4281031000,79,136
4281032000,81,139
4281033000,83,136
4281034000,81,141
4281035000,82,134
4282000000,85,145
4282025000,85,145
4282025300,85,146
4282031000,84,147
4282032000,86,144
4282033000,87,142
4282034000,82,146
4283000000,88,138
4283025000,88,138
4283031000,87,138
4283032000,88,138
4283033000,89,137
4283034000,90,136
4283035000,87,140
4300000000,69,107
4311100000,69,106
4311131000,71,106
4311132000,72,107
4311133000,70,105
4311134000,69,106
4311135000,69,104
4311152500,69,107
4311154500,69,107
4311162000,69,107
4311167000,69,106
4311168000,69,106
4311169000,69,107
4311172000,69,106
4311173000,69,106
4311200000,69,107
4311231000,68,105
4311232000,68,103
4311251000,69,107
4311252000,69,106
4311253000,68,107
4311254000,69,106
4311255000,69,106
4311256000,69,106
4311257000,69,106
4311258000,69,106
4311259000,68,106
4311300000,67,106
4311325000,66,106
4311331000,67,106
4311332000,67,107
4311370000,69,107
4311374100,68,107
4311374200,68,106
4311374700,68,106
4311375100,68,107
4311375600,68,107
4311376000,68,106
4311377000,68,107
4311400000,69,107
4311425000,70,109
4311425300,68,109
4311431000,70,109
4311451000,69,107
4311452000,69,107
4311453000,69,107
4311454000,69,107
4311455000,69,108
4313000000,76,114
4313025000,74,114
4313031000,77,113
4313032500,78,111
4313033500,75,114
4313035000,73,114
4313036000,73,116
4313037000,73,117
4313038500,75,115
4313039000,76,116
4313040000,77,115
4313041000,77,116
4313042000,76,117
4313043000,75,117
4313051500,77,114
4313053500,77,114
4313054000,76,114
4313055000,77,114
4313056000,77,114
4313057100,76,114
4313058000,77,114
4313060500,76,114
4313061000,76,114
4313062500,76,114
4313063000,77,114
4313064000,76,115
4315000000,81,118
4315025000,80,118
4315031000,81,116
4315032000,81,115
4315033000,81,113
4315034000,81,113
4315035000,79,112
4315036000,78,118
4315038000,82,119
4315051000,81,118
4315051800,81,118
4315052800,81,118
4315053700,81,118
4315054700,81,118
4315056000,81,118
4315057700,82,118
4315059000,81,118
4315060500,81,118
4372000000,73,103
4372025000,73,103
4372031500,75,104
4372032500,74,103
4372033000,75,102
4372034000,74,102
4372035000,73,101
4372036000,73,103
4372037000,71,102
4372038500,71,104
4372039000,72,105
4372040000,73,105
4373000000,71,99
4373025000,71,99
4373031000,71,99
4373032000,72,101
4373033000,72,101
4373034000,74,100
4373035000,74,100
4373036000,71,98
4373037000,70,99
4373038000,70,100
4374000000,74,97
4374025000,74,97
4374031000,75,99
4374032000,77,98
4374033500,78,98
4374034000,77,97
4374035000,77,96
4374036000,74,96
4374037000,74,93
4374038000,73,95
4374039000,72,95
4374040000,73,98
4374500000,71,110
4374525000,71,110
4374531000,71,110
4375000000,68,111
4375025000,68,111
4375025300,69,113
4375032000,70,111
4375033000,68,110
4375034000,67,112
4375035000,68,113
4375037000,68,114
4376000000,74,111
4376025000,74,111
4376031000,76,111
4376032000,77,111
4376033000,78,110
4376034000,75,110
4376035000,74,110
4376036000,73,107
4376037000,72,110
4376039000,72,111
4376040000,73,111
4376041000,75,112
4377000000,72,113
4377025000,72,113
4377025300,71,114
4377031000,74,113
4377032000,72,112
4377033000,70,113
4377034000,69,114
4377035000,69,115
4377036000,71,115
4377037000,71,117
4380000000,84,115
4380025000,84,115
4380025300,83,116
4380031000,84,113
4380032000,84,115
4380033000,86,117
4380034000,84,117
4380035000,83,114
4380036000,83,113
4400000000,68,100
4413100000,63,110
4413125000,65,110
4413131000,63,108
4413132000,62,108
4413133000,65,111
4413134000,65,109
4413135000,65,109
4413136000,66,109
4413137000,66,110
4413151000,63,110
4413152000,63,110
4413153000,63,110
4413154000,63,110
4413155000,63,110
4413156000,63,110
4413157000,63,110
4413158000,63,110
4413159000,63,110
4413300000,63,112
4413325000,63,113
4413325300,64,112
4413325600,63,112
4413331000,64,113
4413351000,63,110
4413352000,63,111
4413353000,63,110
4413354000,63,110
4413355000,63,110
4413356000,62,110
4413356600,62,110
4413356700,62,110
4413358000,63,111
4413359000,63,111
4415000000,63,102
4415025000,60,105
4415031000,62,101
4415032000,61,100
4415033000,63,100
4415034000,65,101
4415036000,63,104
4415037000,63,106
4415038000,61,103
4415039000,61,104
4415040000,60,104
4415051000,63,102
4415054000,63,103
4415055000,63,102
4415056000,63,103
4415057000,63,103
4415059000,63,103
4418000000,54,100
4418025000,54,98
4418031000,53,102
4418032000,52,102
4418032800,51,101
4418033000,52,103
4418034000,53,102
4418035000,55,101
4418036000,54,99
4418038000,54,97
4418039000,55,97
4418040000,54,100
4418041000,53,101
4418051500,53,100
4418052500,53,100
4418053500,54,100
4418054500,54,100
4418056500,52,99
4420000000,60,110
4420025000,60,110
4420025300,62,110
4420031000,61,109
4420033000,61,110
4420035000,61,111
4420036000,61,113
4420037000,60,111
4420038000,58,111
4420039000,58,110
4420040000,58,109
4420041000,59,110
4420057000,60,110
4420058000,60,110
4420059000,61,110
4420060000,60,110
4420061000,60,109
4420062000,61,109
4421000000,51,110
4421025000,51,113
4421031000,50,109
4421032000,50,108
4421033000,49,110
4421034000,51,111
4421036000,51,111
4421037000,52,110
4421038000,53,110
4421039000,53,108
4421040000,52,107
4421051000,51,110
4421052500,51,110
4421053500,51,110
4421054000,51,109
4421055000,51,109
4423000000,62,97
4423025000,61,96
4423025300,62,95
4423031000,61,97
4423032000,62,98
4423033000,63,99
4423034000,63,99
4423035000,63,97
4423036000,64,97
4423038000,65,97
4423039000,65,96
4423040000,63,96
4423041000,62,96
4423042000,62,96
4423051000,62,97
4423052000,62,97
4425000000,65,99
4425031000,65,98
4425031500,65,99
4425033000,65,99
4425051000,65,99
4427000000,54,112
4427025000,56,110
4427025300,55,112
4427031000,53,113
4427032000,53,114
4427033000,52,112
4427034000,53,112
4427035000,55,110
4427036000,55,111
4427037000,57,110
4427038000,56,112
4427039000,55,113
4427051000,54,112
4427052000,54,112
4427053000,54,112
4471000000,69,95
4471025000,69,95
4471031000,69,96
4471032000,70,95
4471033000,70,94
4471034000,70,96
4471035000,70,94
4471036000,68,94
4471037000,67,96
4471038000,68,96
4471039000,69,97
4476000000,59,99
4476025000,59,99
4476031000,59,99
4476032000,58,99
4476033000,55,99
4476034000,57,99
4476035000,57,98
4476036000,56,97
4476037000,56,97
4476038000,57,97
4476039000,57,97
4476040000,59,96
4476041000,59,97
4476042000,59,98
4476043000,60,96
4476044000,61,98
4476045000,61,98
4477000000,55,94
4477025000,55,93
4477025300,55,94
4477031000,55,94
4477032000,57,93
4477033000,56,94
4477034000,57,94
4477035000,57,95
4477036000,56,95
4477037000,56,96
4477038000,55,96
4477039000,55,95
4477040000,54,96
4477041000,53,96
4479000000,57,103
4479025000,57,102
4479031000,58,104
4479032000,58,102
4479033000,60,102
4479034000,61,102
4479035000,60,100
4479036000,59,100
4479037000,57,101
4479038000,56,102
4479039000,57,104
4480000000,55,106
4480025000,55,106
4480025300,54,104
4480025600,55,107
4480032000,56,106
4480033000,55,105
4480034000,55,104
4480035000,53,104
4480036000,53,104
4480037000,52,105
4480038000,53,106
4480039000,54,105
4481000000,58,107
4481025000,58,107
4481025300,56,108
4481031000,59,107
4481032000,58,106
4481033000,57,105
4481034000,57,106
4481035000,56,107
4481036000,55,108
4481037000,55,109
4481038000,56,109
4481039000,57,109
4481040000,57,108
4482500000,48,109
4482525000,48,109
4482525300,49,104
4482531000,50,102
4482532000,48,107
4482533000,47,108
4482534000,46,109
4482535000,48,110
4482536000,48,111
4500000000,63,89
4511100000,63,89
4511151000,63,89
4511153000,63,89
4511160500,63,89
4511163500,63,88
4511165000,63,89
4511166000,63,88
4511167100,63,89
4511167200,63,89
4511168000,63,89
4511169100,63,88
4511169200,63,88
4511170100,63,88
4511170200,63,88
4511170300,63,88
4511171100,63,88
4511171200,63,88
4511171300,63,88
4511171400,62,89
4511173000,63,89
4511300000,63,89
4511352500,63,89
4511354000,63,89
4511355000,63,89
4511356000,64,89
4511357000,63,89
4511358000,63,89
4511359000,63,89
4511360000,63,89
4511361100,64,89
4511361200,64,89
4511362000,63,90
4511364100,63,90
4511364200,63,90
4511365000,62,90
4511366500,62,90
4511367000,62,89
4513000000,56,92
4513025000,55,91
4513031000,56,91
4513032000,56,91
4513033000,58,92
4513034000,58,92
4513035000,57,91
4513036000,57,92
4513037000,57,92
4513038000,58,93
4513039000,43,95
4513040000,54,91
4513051500,55,92
4513053000,56,92
4513055000,55,92
4513056000,56,92
4513060500,56,92
4513064000,56,92
4513065000,56,92
4513066000,56,92
4513067000,56,92
4513068000,56,92
4513069000,56,92
4513070100,55,92
4513070200,55,92
4513070300,55,92
4513071000,55,92
4513072000,55,92
4514000000,60,91
4514025000,60,94
4514031000,59,91
4514032000,60,93
4514033000,59,94
4514034000,58,94
4514035000,59,95
4514036000,60,95
4514037000,61,94
4514038000,61,96
4514039000,62,94
4514040000,62,92
4514041000,62,92
4514042000,61,90
4514043000,60,93
4514044000,60,95
4514052000,60,91
4514053000,60,91
4514056000,60,91
4514057000,60,91
4514058000,60,91
4514059500,60,92
4514061000,60,91
4514062000,60,91
4514064600,60,92
4514064700,60,92
4514065200,60,92
4514065600,60,92
4514067000,61,92
4514069000,60,92
4518000000,58,83
4518025000,59,86
4518031000,59,84
4518032000,57,82
4518033000,57,83
4518034000,57,84
4518035000,57,85
4518036000,58,84
4518037000,58,85
4518038000,59,85
4518039000,60,85
4518040000,59,86
4518041000,60,85
4518042000,61,84
4518043000,61,83
4518044000,61,84
4518051000,58,83
4518052000,58,83
4518053500,58,83
4518054500,58,83
4518056500,58,83
4518057000,58,83
4518058000,58,84
4518059500,58,83
4519000000,68,80
4519025000,70,81
4519031000,69,79
4519032000,67,78
4519033000,67,79
4519034000,67,79
4519035000,66,79
4519036000,65,78
4519037000,67,80
4519038000,67,82
4519039000,67,82
4519040000,68,82
4519041000,69,82
4519042000,69,80
4519045000,72,82
4519046000,72,80
4519047000,71,81
4519051000,68,80
4519052000,68,80
4519054000,68,80
4519055000,67,80
4519056000,67,80
4519057000,68,80
4519059000,68,80
4521000000,59,88
4521025000,58,89
4521032000,57,88
4521033000,59,89
4521034000,60,89
4521035000,60,90
4521036000,58,87
4521038000,59,90
4521039000,58,90
4521040000,57,89
4521041000,57,90
4521042000,61,88
4521043000,60,87
4521044000,60,88
4521045000,61,86
4521046000,56,89
4521051000,59,88
4521052000,59,88
4521054000,59,88
4521058000,59,88
4571000000,63,89
4571025000,62,91
4571025300,64,91
4571025600,63,90
4571032000,64,88
4571033000,61,89
4571034000,65,90
4571035000,63,87
4571036000,64,92
4571037000,63,93
4571038000,66,95
4571039000,64,93
4571040000,66,91
4571041000,65,93
4572000000,68,88
4572025000,68,88
4572031000,70,92
4572032000,70,91
4572033000,71,89
4572034000,69,89
4572035000,68,86
4572036000,66,86
4572037000,67,87
4572038000,67,89
4572039000,68,90
4572040000,68,92
4573000000,72,93
4573025000,72,93
4573031000,76,92
4573032000,75,93
4573033000,72,92
4573034000,72,90
4573035000,71,92
4574000000,70,85
4574025000,70,85
4574031000,68,84
4574032000,70,83
4574033500,71,87
4574034000,70,87
4574035000,71,86
4574036000,72,88
4575000000,66,84
4575025000,66,84
4575031000,64,83
4575032000,63,85
4575033000,65,85
4575034000,67,85
4575035500,67,83
4575036000,64,86
4575037000,66,82
4575038000,66,86
4575039000,64,82
4575040000,64,82
4575041000,67,83
4577000000,63,79
4577025000,63,79
4577031000,63,80
4577032000,65,81
4577033000,63,78
4577034000,62,78
4577035000,63,79
4577036000,61,82
4577037000,60,80
4577038000,65,80
4577039000,64,79
4577040000,63,81
4579000000,56,80
4579025000,56,80
4579031000,55,80
4579032000,54,80
4579033000,53,80
4579034000,52,79
4579035000,52,80
4579036000,53,81
4579037000,55,79
4579038000,54,78
4579039000,53,82
4579040000,56,82
4579041000,56,83
4579042000,56,81
4579043000,55,82
4580000000,56,87
4580025000,56,87
4580031000,56,85
4580032000,56,87
4580033000,56,87
4580034000,55,87
4580035000,55,84
4580036000,52,85
4580037000,54,84
4580038000,57,86
4580039000,55,86
4580040000,55,86
4580041000,55,84
4580042000,48,84
4600000000,51,67
4611000000,50,67
4611051000,50,66
4611052000,50,66
4611053500,50,66
4611054500,50,67
4611055400,50,67
4611055800,50,67
4611056500,50,66
4611059500,50,66
4611064000,50,66
4611064500,50,66
4611065500,50,66
4611066000,50,66
4611069500,50,66
4611070500,50,67
4611074500,50,67
4611075000,50,66
4611075600,50,67
4611075700,51,67
4611075800,51,66
4611078000,51,67
4611079000,51,67
4611080000,51,66
4611081000,51,67
4613000000,73,66
4613025000,74,63
4613031000,72,66
4613032000,71,68
4613033000,72,65
4613034000,75,60
4613035000,73,63
4613036000,67,50
4613051500,74,65
4613053500,74,65
4613057000,74,65
4613060000,74,66
4613062500,74,66
4613063500,74,65
4613065500,74,65
4613067000,74,65
4613068500,74,65
4613070000,74,66
4613071000,74,66
4613073000,74,66
4613074000,73,66
4613076500,74,66
4613078000,73,66
4613079000,73,66
4613080000,73,66
4613081000,73,66
4613082000,73,67
4613083000,74,68
4615000000,70,70
4615025000,68,71
4615031000,71,69
4615032000,70,71
4615033000,69,73
4615034000,68,73
4615035000,65,73
4615036000,66,70
4615037000,66,69
4615038000,67,69
4615039000,69,68
4615040000,69,70
4615051500,70,70
4615054000,70,70
4615055000,70,70
4615056000,70,70
4615057000,70,70
4615058000,70,70
4615059000,70,70
4615060000,70,70
4615061000,70,70
4615062000,70,70
4615063500,70,69
4615066100,70,70
4615066500,70,70
4617000000,56,71
4617025000,58,72
4617031000,56,69
4617032000,55,70
4617033000,55,69
4617034000,54,70
4617035000,53,69
4617036000,54,71
4617037000,54,72
4617038000,56,72
4617039000,57,71
4617040000,57,72
4617042000,58,70
4617043000,57,70
4617051000,56,71
4617052000,56,71
4617054000,56,71
4617055000,56,72
4617058000,56,71
4617060000,56,71
4617062000,57,71
4623000000,73,70
4623025000,71,70
4623031000,71,71
4623032000,72,71
4623033000,73,71
4623034000,74,71
4623035000,74,71
4623036000,73,74
4623051500,73,70
4623053000,73,70
4623054000,74,70
4623055000,74,70
4623057000,74,70
4671000000,61,78
4671025000,61,78
4671031000,60,77
4671032000,60,76
4671033500,61,75
4671034000,61,76
4671035000,62,76
4671036000,61,77
4671037000,61,78
4671038000,61,79
4671039000,60,78
4671040000,60,77
4671041000,59,77
4672000000,66,77
4672025000,66,77
4672031000,66,77
4672032000,65,76
4672033000,65,74
4672034000,66,74
4672035000,67,74
4672036000,67,77
4672037000,63,77
4672038000,64,77
4672039000,64,76
4672040000,63,76
4673000000,69,75
4673025000,69,76
4673031000,70,75
4673032000,71,75
4673033000,70,75
4673034000,70,76
4673035000,69,77
4673036000,69,76
4673037000,69,78
4677000000,66,62
4677025000,66,62
4677025300,64,61
4677031000,65,62
4677032000,64,61
4677033000,63,59
4677034000,67,60
4677035000,67,62
4677036000,69,59
4677037000,68,63
4677038000,67,64
4677039000,67,65
4677040000,67,66
4677041000,66,66
4677042000,66,63
4677044000,69,62
4677045000,69,60
4678000000,62,66
4678025000,62,66
4678025300,67,68
4678031000,62,66
4678032000,63,66
4678033000,64,67
4678034000,64,68
4678035000,63,69
4678036000,64,69
4678037000,65,67
4678038000,64,66
4678039000,63,64
4678040000,61,65
4679000000,61,72
4679025000,61,72
4679031000,61,70
4679032000,60,70
4679033000,60,68
4679034000,61,68
4679035000,60,71
4679036000,59,71
4679037000,59,69
4679038000,62,73
4679039500,63,75
4679040000,63,72
4679041500,63,71
4679042000,62,71
4680000000,59,64
4680025000,59,64
4680025300,60,61
4680025600,59,60
4680031000,59,62
4680032000,61,63
4680033000,61,65
4680034000,61,66
4680035000,58,66
4680036000,59,65
4680037000,60,59
4681000000,57,63
4681025000,57,63
4681031000,58,63
4681032000,57,61
4681033000,57,60
4681034000,56,61
4681035000,56,60
4681036000,56,64
4681037000,57,64
4681038000,58,65
4681039000,57,65
4681040000,58,59
4682000000,54,61
4682025000,54,61
4682031000,54,60
4682032000,52,60
4682033000,53,59
4682034000,52,57
4682035000,54,58
4682036000,55,59
4682037000,55,61
4682038000,55,63
4682039000,53,62
4682040000,51,61
4682041000,51,63
4682042000,49,62
4682043000,49,64
4683000000,56,66
4683025000,56,66
4683025300,51,65
4683031000,56,67
4683032000,56,68
4683033000,55,68
4683034000,54,68
4683035000,55,67
4683036000,55,66
4683037000,54,65
4683038000,53,65
4683039000,53,64
4684000000,52,71
4684025000,52,71
4684025300,52,67
4684025600,51,67
4684032000,52,69
4684033000,51,69
4684034000,50,71
4684035000,50,71
4684036000,48,73
4684037000,49,70
4686000000,52,72
4686025000,52,72
4686031000,51,74
4686032000,52,74
4686033000,53,71
4686034000,52,71
4686035000,53,72
4686036000,54,73
4686037000,54,75
4686038000,54,75
4687000000,52,77
4687025000,52,77
4687025300,51,77
4687025600,51,79
4687031000,53,77
4687032000,53,76
4687033000,52,75
4687034000,52,76
4687035000,51,76
4687036000,50,75
4687037000,51,79
4687038000,45,75
4688000000,57,77
4688025000,57,77
4688031000,58,77
4688032000,58,76
4688033000,56,77
4688034000,55,76
4688035000,55,76
4688036000,57,77
4688037000,57,78
4688038000,57,79
4688039000,57,80
4688040000,59,80
4689000000,57,56
4689025000,57,56
4689025300,62,57
4689025600,53,53
4689031000,55,57
4689032000,58,56
4689033000,58,58
4689034000,59,58
4689035000,59,53
4689036000,55,53
4689037000,62,58
4689038000,53,53
4689039000,61,56
4690000000,48,59
4690025000,48,59
4690031000,48,60
4690032000,49,60
4690033000,48,58
4690034000,46,58
4690035000,46,58
4690036000,44,55
4691000000,50,66
4691025000,47,72
4691025300,49,68
4691031000,46,71
4691032000,45,73
4691033000,44,68
4691034000,42,65
4691035000,42,64
4691036000,33,64
4691037000,44,62
4691038000,45,62
4691039000,46,63
4691040000,45,65
4691041000,46,66
4691042000,45,67
4700000000,89,91
4711100000,102,94
4711125000,105,94
4711125300,102,94
4711125600,103,93
4711131000,102,93
4711132000,104,94
4711133000,105,92
4711135000,106,96
4711152500,102,94
4711154500,102,94
4711155000,102,94
4711156000,103,94
4711157000,103,94
4711158000,102,94
4711159000,102,94
4711300000,102,95
4711325000,102,96
4711331000,100,97
4711332000,102,98
4711333000,102,99
4711334000,100,95
4711335000,97,97
4711336000,99,96
4711352000,102,95
4711363000,102,94
4711365500,102,95
4711366500,102,95
4711368000,102,95
4711369000,102,95
4711370000,102,95
4711371000,103,95
4713000000,100,91
4713025000,105,90
4713025300,100,93
4713025600,98,90
4713025900,102,88
4713031500,104,89
4713032000,104,87
4713033000,100,88
4713034000,97,88
4713035000,97,91
4713036000,100,91
4713037000,101,93
4713038000,101,91
4713051500,100,90
4713053000,100,90
4713055000,100,90
4713057000,100,90
4713059000,99,90
4713060500,100,90
